Mã đơn/điều chỉnh,Loại,Thời gian tạo đơn,Thời gian tất toán đơn,Tiền tệ,Tổng số tiền tất toán,Tổng doanh thu,Tổng sau giảm giá của người bán,Tổng trước giảm giá,Giảm giá của người bán,Tổng hoàn sau giảm giá của người bán,Tổng hoàn trước giảm giá của người bán,Hoàn phần giảm giá của người bán,Tổng phí,Phí giao dịch,Phí hoa hồng TikTok Shop,Phí vận chuyển do người bán trả,Phí vận chuyển thực tế,Ưu đãi phí vận chuyển của sàn,Phí vận chuyển khách trả,Phí hoàn hàng thực tế,Hoàn phí vận chuyển khách,Hoàn tiền SFR,Trợ giá giao hàng thất bại,Trợ giá phí vận chuyển,Hoa hồng affiliate,Hoa hồng affiliate trước PIT,Thuế TNCN khấu trừ từ hoa hồng affiliate,Hoa hồng quảng cáo Shop Ads,Hoa hồng quảng cáo Shop Ads trước PIT,Thuế TNCN khấu trừ từ hoa hồng quảng cáo Shop Ads,Hoa hồng đối tác affiliate,Ký quỹ hoa hồng affiliate,Hoàn hoa hồng affiliate,Phí quảng cáo TAP Shop Ads,Phí dịch vụ SFP,Phí dịch vụ hoàn tiền Bonus,Phí dịch vụ LIVE Specials,Phí dịch vụ Voucher Xtra,Phí xử lý đơn hàng,Phí dịch vụ EAMS,Phí dịch vụ Flash Sale,Thuế VAT khấu trừ bởi TikTok Shop,Thuế TNCN khấu trừ bởi TikTok Shop,Phí chương trình TikTok PayLater,Phí tài nguyên chiến dịch,Phí dịch vụ SFR,Số tiền điều chỉnh,Mã đơn liên quan,Thanh toán của khách,Hoàn tiền cho khách,Giảm giá voucher đồng tài trợ bởi người bán,Hoàn giảm giá voucher đồng tài trợ bởi người bán,Giảm giá từ sàn,Hoàn giảm giá từ sàn,Giảm giá voucher đồng tài trợ bởi sàn,Hoàn giảm giá voucher đồng tài trợ bởi sàn,Giảm phí vận chuyển của người bán,Khối lượng gói ước tính (g),Khối lượng gói thực tế (g)
581004633936791270,Order,2025/11/01,2025/11/07,VND,84291,135000,135000,150000,-15000,0,0,0,-50709,-5940,-11934,0,-26200,26200,0,0,0,0,0,0,-23760,-23760,0,0,0,0,0,0,0,0,0,0,0,-4050,-3000,0,0,-1350,-675,0,0,0,0,581004633936791270,118800,0,0,0,16200,0,0,0,0,210,210
580998997722760895,Order,2025/11/01,2025/11/07,VND,206498,324000,324000,360000,-36000,0,0,0,-117502,-14256,-28642,0,-47600,47600,0,0,0,0,0,0,-57024,-57024,0,0,0,0,0,0,0,0,0,0,0,-9720,-3000,0,0,-3240,-1620,0,0,0,0,580998997722760895,285120,0,0,0,38880,0,0,0,0,510,510
580997769248736795,Order,2025/11/01,2025/11/07,VND,163482,270000,270000,300000,-30000,0,0,0,-106518,-13500,-23868,0,-40000,40000,0,0,0,0,0,0,-54000,-54000,0,0,0,0,0,0,0,0,0,0,0,-8100,-3000,0,0,-2700,-1350,0,0,0,0,580997769248736795,270000,0,0,0,0,0,0,0,0,410,410
580997014375335094,Order,2025/11/01,2025/11/07,VND,87730,150000,150000,150000,0,0,0,0,-62270,-9260,-13260,0,-35200,0,35200,0,0,0,0,0,-30000,-30000,0,0,0,0,0,0,0,0,0,0,0,-4500,-3000,0,0,-1500,-750,0,0,0,0,580997014375335094,185200,0,0,0,0,0,0,0,0,200,200
580996791233709947,Order,2025/11/01,2025/11/07,VND,-40000,0,0,0,0,0,0,0,-40000,0,0,-40000,-40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580996791233709947,0,0,0,0,0,0,0,0,0,500,500
580996767713035279,Order,2025/11/01,2025/11/07,VND,-40000,0,0,0,0,0,0,0,-40000,0,0,-40000,-40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580996767713035279,0,0,0,0,0,0,0,0,0,500,500
580992292823795087,Order,2025/10/31,2025/11/07,VND,93741,135000,135000,150000,-15000,0,0,0,-41259,-6750,-11934,0,-30300,30300,0,0,0,0,0,0,0,0,0,-13500,0,0,0,0,0,0,0,0,0,-4050,-3000,0,0,-1350,-675,0,0,0,0,580992292823795087,135000,0,0,0,0,0,0,0,0,210,210
580992159971313352,Order,2025/10/31,2025/11/07,VND,83709,121000,121000,150000,-29000,0,0,0,-37291,-6050,-10696,0,-40000,40000,0,0,0,0,0,0,0,0,0,-12100,0,0,0,0,0,0,0,0,0,-3630,-3000,0,0,-1210,-605,0,0,0,0,580992159971313352,121000,0,0,0,0,0,0,0,0,210,210
580992046652163841,Order,2025/10/31,2025/11/07,VND,80241,135000,135000,150000,-15000,0,0,0,-54759,-6750,-11934,0,-35200,35200,0,0,0,0,0,0,-27000,-27000,0,0,0,0,0,0,0,0,0,0,0,-4050,-3000,0,0,-1350,-675,0,0,0,0,580992046652163841,135000,0,0,0,0,0,0,0,0,210,210
580991749080975046,Order,2025/10/31,2025/11/07,VND,411137,648000,648000,720000,-72000,0,0,0,-236863,-29484,-57283,0,-34000,34000,0,0,0,0,0,0,-117936,-117936,0,0,0,0,0,0,0,0,0,0,0,-19440,-3000,0,0,-6480,-3240,0,0,0,0,580991749080975046,589680,0,0,0,58320,0,0,0,0,1030,1030
580991659762746608,Order,2025/10/31,2025/11/07,VND,93741,135000,135000,150000,-15000,0,0,0,-41259,-6750,-11934,0,-30300,30300,0,0,0,0,0,0,0,0,0,-13500,0,0,0,0,0,0,0,0,0,-4050,-3000,0,0,-1350,-675,0,0,0,0,580991659762746608,135000,0,0,0,0,0,0,0,0,210,210
580991570950718773,Order,2025/10/31,2025/11/07,VND,80241,135000,135000,150000,-15000,0,0,0,-54759,-6750,-11934,0,-35200,35200,0,0,0,0,0,0,-27000,-27000,0,0,0,0,0,0,0,0,0,0,0,-4050,-3000,0,0,-1350,-675,0,0,0,0,580991570950718773,135000,0,0,0,0,0,0,0,0,210,210
580991225114298270,Order,2025/10/31,2025/11/07,VND,233172,324000,324000,360000,-36000,0,0,0,-90828,-15122,-28642,0,-47600,40000,7600,0,0,0,0,0,0,0,0,-29484,0,0,0,0,0,0,0,0,0,-9720,-3000,0,0,-3240,-1620,0,0,0,0,580991225114298270,302440,0,0,0,29160,0,0,0,0,510,510
580990924766938201,Order,2025/10/31,2025/11/07,VND,413205,675000,675000,750000,-75000,0,0,0,-261795,-33750,-59670,0,-55400,55400,0,0,0,0,0,0,-135000,-135000,0,0,0,0,0,0,0,0,0,0,0,-20250,-3000,0,0,-6750,-3375,0,0,0,0,580990924766938201,675000,0,0,0,0,0,0,0,0,1030,1030
580990920233748346,Order,2025/10/31,2025/11/07,VND,93741,135000,135000,150000,-15000,0,0,0,-41259,-6750,-11934,0,-40000,40000,0,0,0,0,0,0,0,0,0,-13500,0,0,0,0,0,0,0,0,0,-4050,-3000,0,0,-1350,-675,0,0,0,0,580990920233748346,135000,0,0,0,0,0,0,0,0,210,210
580990854095668364,Order,2025/10/31,2025/11/07,VND,83209,121000,121000,150000,-29000,0,0,0,-37791,-6550,-10696,0,-40000,30000,10000,0,0,0,0,0,0,0,0,-12100,0,0,0,0,0,0,0,0,0,-3630,-3000,0,0,-1210,-605,0,0,0,0,580990854095668364,131000,0,0,0,0,0,0,0,0,210,210
580990794916856942,Order,2025/10/31,2025/11/07,VND,93741,135000,135000,150000,-15000,0,0,0,-41259,-6750,-11934,0,-40000,40000,0,0,0,0,0,0,0,0,0,-13500,0,0,0,0,0,0,0,0,0,-4050,-3000,0,0,-1350,-675,0,0,0,0,580990794916856942,135000,0,0,0,0,0,0,0,0,210,210
580990732534187718,Order,2025/10/31,2025/11/07,VND,228898,324000,324000,360000,-36000,0,0,0,-95102,-16480,-28642,0,-47600,42000,5600,0,0,0,0,0,0,0,0,-32400,0,0,0,0,0,0,0,0,0,-9720,-3000,0,0,-3240,-1620,0,0,0,0,580990732534187718,329600,0,0,0,0,0,0,0,0,510,510
580990676412761589,Order,2025/10/31,2025/11/07,VND,55478,83000,83000,110000,-27000,0,0,0,-27522,-5150,-7337,0,-40000,20000,20000,0,0,0,0,0,0,0,0,-8300,0,0,0,0,0,0,0,0,0,-2490,-3000,0,0,-830,-415,0,0,0,0,580990676412761589,103000,0,0,0,0,0,0,0,0,110,110
580990725215782610,Order,2025/10/31,2025/11/07,VND,83709,121000,121000,150000,-29000,0,0,0,-37291,-6050,-10696,0,-35200,35200,0,0,0,0,0,0,0,0,0,-12100,0,0,0,0,0,0,0,0,0,-3630,-3000,0,0,-1210,-605,0,0,0,0,580990725215782610,121000,0,0,0,0,0,0,0,0,210,210
580990717536273935,Order,2025/10/31,2025/11/07,VND,56478,83000,83000,110000,-27000,0,0,0,-26522,-4150,-7337,0,-30300,30300,0,0,0,0,0,0,0,0,0,-8300,0,0,0,0,0,0,0,0,0,-2490,-3000,0,0,-830,-415,0,0,0,0,580990717536273935,83000,0,0,0,0,0,0,0,0,110,110
580990498863351444,Order,2025/10/31,2025/11/07,VND,80241,135000,135000,150000,-15000,0,0,0,-54759,-6750,-11934,0,-40000,40000,0,0,0,0,0,0,-27000,-27000,0,0,0,0,0,0,0,0,0,0,0,-4050,-3000,0,0,-1350,-675,0,0,0,0,580990498863351444,135000,0,0,0,0,0,0,0,0,210,210
580990418736415964,Order,2025/10/31,2025/11/07,VND,119951,176400,176400,294000,-117600,0,0,0,-56449,-8820,-19051,0,-40000,40000,0,0,0,0,0,0,-17640,-17640,0,0,0,0,0,0,0,0,0,0,0,-5292,-3000,0,0,-1764,-882,0,0,0,0,580990418736415964,176400,0,0,0,0,0,0,0,0,60,60
580990378067002588,Order,2025/10/31,2025/11/07,VND,80241,135000,135000,150000,-15000,0,0,0,-54759,-6750,-11934,0,-40000,40000,0,0,0,0,0,0,-27000,-27000,0,0,0,0,0,0,0,0,0,0,0,-4050,-3000,0,0,-1350,-675,0,0,0,0,580990378067002588,135000,0,0,0,0,0,0,0,0,210,210
580986485456668497,Order,2025/10/31,2025/11/07,VND,863160,1350000,1350000,1500000,-150000,0,0,0,-486840,-60750,-119340,0,-38100,38100,0,0,0,0,0,0,-243000,-243000,0,0,0,0,0,0,0,0,0,0,0,-40500,-3000,0,0,-13500,-6750,0,0,0,0,580986485456668497,1215000,0,0,0,135000,0,0,0,0,2030,2030
580978522156467944,Order,2025/10/30,2025/11/07,VND,80241,135000,135000,150000,-15000,0,0,0,-54759,-6750,-11934,0,-40000,40000,0,0,0,0,0,0,-27000,-27000,0,0,0,0,0,0,0,0,0,0,0,-4050,-3000,0,0,-1350,-675,0,0,0,0,580978522156467944,135000,0,0,0,0,0,0,0,0,210,210
580977456428320189,Order,2025/10/30,2025/11/07,VND,711031,972000,972000,1080000,-108000,0,0,0,-260969,-42768,-85925,0,-61700,61700,0,0,0,0,0,0,0,0,0,-85536,0,0,0,0,0,0,0,0,0,-29160,-3000,0,0,-9720,-4860,0,0,0,0,580977456428320189,855360,0,0,0,116640,0,0,0,0,1530,1530
580963947025434497,Order,2025/10/29,2025/11/07,VND,252889,415000,415000,550000,-135000,0,0,0,-162111,-20750,-36686,0,-35100,35100,0,0,0,0,0,0,-83000,-83000,0,0,0,0,0,0,0,0,0,0,0,-12450,-3000,0,0,-4150,-2075,0,0,0,0,580963947025434497,415000,0,0,0,0,0,0,0,0,510,510
580962435277555401,Order,2025/10/29,2025/11/07,VND,357162,576000,576000,720000,-144000,0,0,0,-218838,-27800,-50918,0,-34000,34000,0,0,0,0,0,0,-111200,-111200,0,0,0,0,0,0,0,0,0,0,0,-17280,-3000,0,0,-5760,-2880,0,0,0,0,580962435277555401,556000,0,0,0,20000,0,0,0,0,1030,1030
580950204979185518,Order,2025/10/28,2025/11/07,VND,203381,288000,288000,360000,-72000,0,0,0,-84619,-14400,-25459,0,-35100,35100,0,0,0,0,0,0,0,0,0,-28800,0,0,0,0,0,0,0,0,0,-8640,-3000,0,0,-2880,-1440,0,0,0,0,580950204979185518,288000,0,0,0,0,0,0,0,0,510,510
580950146324268910,Order,2025/10/28,2025/11/07,VND,47663,83000,83000,110000,-27000,0,0,0,-35337,-4665,-7337,0,-30300,20000,10300,0,0,0,0,0,-16600,-16600,0,0,0,0,0,0,0,0,0,0,0,-2490,-3000,0,0,-830,-415,0,0,0,0,580950146324268910,93300,0,0,0,0,0,0,0,0,110,110
580949936442803978,Order,2025/10/28,2025/11/07,VND,-40000,0,0,0,0,0,0,0,-40000,0,0,-40000,-40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580949936442803978,0,0,0,0,0,0,0,0,0,210,210
580908637602088696,Order,2025/10/25,2025/11/07,VND,-40000,0,0,0,0,0,0,0,-40000,0,0,-40000,-48600,0,0,0,0,0,8600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580908637602088696,0,0,0,0,0,0,0,0,0,1030,1030
7569317581918963463,Logistics reimbursement,2025/11/06,2025/11/06,VND,123000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123000,580769530588661121,0,0,0,0,0,0,0,0,0,0,0
580993198678574867,Order,2025/10/31,2025/11/06,VND,146217,242000,242000,300000,-58000,0,0,0,-95783,-12100,-21393,0,-30300,30300,0,0,0,0,0,0,-48400,-48400,0,0,0,0,0,0,0,0,0,0,0,-7260,-3000,0,0,-2420,-1210,0,0,0,0,580993198678574867,242000,0,0,0,0,0,0,0,0,400,400
580991873431340886,Order,2025/10/31,2025/11/06,VND,80241,135000,135000,150000,-15000,0,0,0,-54759,-6750,-11934,0,-26200,26200,0,0,0,0,0,0,-27000,-27000,0,0,0,0,0,0,0,0,0,0,0,-4050,-3000,0,0,-1350,-675,0,0,0,0,580991873431340886,135000,0,0,0,0,0,0,0,0,210,210
580991178583475575,Order,2025/10/31,2025/11/06,VND,229178,324000,324000,360000,-36000,0,0,0,-94822,-16200,-28642,0,-47600,47600,0,0,0,0,0,0,0,0,0,-32400,0,0,0,0,0,0,0,0,0,-9720,-3000,0,0,-3240,-1620,0,0,0,0,580991178583475575,324000,0,0,0,0,0,0,0,0,510,510
580991021896860949,Order,2025/10/31,2025/11/06,VND,417617,648000,648000,720000,-72000,0,0,0,-230383,-28188,-57283,0,-39400,39400,0,0,0,0,0,0,-112752,-112752,0,0,0,0,0,0,0,0,0,0,0,-19440,-3000,0,0,-6480,-3240,0,0,0,0,580991021896860949,563760,0,0,0,84240,0,0,0,0,1030,1030
580990901348239179,Order,2025/10/31,2025/11/06,VND,83709,121000,121000,150000,-29000,0,0,0,-37291,-6050,-10696,0,-30300,30300,0,0,0,0,0,0,0,0,0,-12100,0,0,0,0,0,0,0,0,0,-3630,-3000,0,0,-1210,-605,0,0,0,0,580990901348239179,121000,0,0,0,0,0,0,0,0,210,210
580990826415163059,Order,2025/10/31,2025/11/06,VND,80241,135000,135000,150000,-15000,0,0,0,-54759,-6750,-11934,0,-35200,35200,0,0,0,0,0,0,-27000,-27000,0,0,0,0,0,0,0,0,0,0,0,-4050,-3000,0,0,-1350,-675,0,0,0,0,580990826415163059,135000,0,0,0,0,0,0,0,0,210,210
580990729811952894,Order,2025/10/31,2025/11/06,VND,80241,135000,135000,150000,-15000,0,0,0,-54759,-6750,-11934,0,-32000,32000,0,0,0,0,0,0,-27000,-27000,0,0,0,0,0,0,0,0,0,0,0,-4050,-3000,0,0,-1350,-675,0,0,0,0,580990729811952894,135000,0,0,0,0,0,0,0,0,210,210
580990693425251982,Order,2025/10/31,2025/11/06,VND,93241,135000,135000,150000,-15000,0,0,0,-41759,-7250,-11934,0,-40000,30000,10000,0,0,0,0,0,0,0,0,-13500,0,0,0,0,0,0,0,0,0,-4050,-3000,0,0,-1350,-675,0,0,0,0,580990693425251982,145000,0,0,0,0,0,0,0,0,210,210
580990672265381515,Order,2025/10/31,2025/11/06,VND,67943,99000,99000,110000,-11000,0,0,0,-31057,-4950,-8752,0,-30300,30300,0,0,0,0,0,0,0,0,0,-9900,0,0,0,0,0,0,0,0,0,-2970,-3000,0,0,-990,-495,0,0,0,0,580990672265381515,99000,0,0,0,0,0,0,0,0,110,110
580990565924505336,Order,2025/10/31,2025/11/06,VND,71609,121000,121000,150000,-29000,0,0,0,-49391,-6050,-10696,0,-35200,35200,0,0,0,0,0,0,-24200,-24200,0,0,0,0,0,0,0,0,0,0,0,-3630,-3000,0,0,-1210,-605,0,0,0,0,580990565924505336,121000,0,0,0,0,0,0,0,0,210,210
580990410462758808,Order,2025/10/31,2025/11/06,VND,172201,288000,288000,360000,-72000,0,0,0,-115799,-16780,-25459,0,-47600,0,47600,0,0,0,0,0,-57600,-57600,0,0,0,0,0,0,0,0,0,0,0,-8640,-3000,0,0,-2880,-1440,0,0,0,0,580990410462758808,335600,0,0,0,0,0,0,0,0,510,510
580987330297038544,Order,2025/10/31,2025/11/06,VND,-40000,0,0,0,0,0,0,0,-40000,0,0,-40000,-40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580987330297038544,0,0,0,0,0,0,0,0,0,200,200
580984622426850537,Order,2025/10/31,2025/11/06,VND,80241,135000,135000,150000,-15000,0,0,0,-54759,-6750,-11934,0,-30300,30300,0,0,0,0,0,0,-27000,-27000,0,0,0,0,0,0,0,0,0,0,0,-4050,-3000,0,0,-1350,-675,0,0,0,0,580984622426850537,135000,0,0,0,0,0,0,0,0,210,210
580983281108616290,Order,2025/10/31,2025/11/06,VND,80241,135000,135000,150000,-15000,0,0,0,-54759,-6750,-11934,0,-40000,40000,0,0,0,0,0,0,-27000,-27000,0,0,0,0,0,0,0,0,0,0,0,-4050,-3000,0,0,-1350,-675,0,0,0,0,580983281108616290,135000,0,0,0,0,0,0,0,0,210,210
580979194702889986,Order,2025/10/30,2025/11/06,VND,80241,135000,135000,150000,-15000,0,0,0,-54759,-6750,-11934,0,-35200,35200,0,0,0,0,0,0,-27000,-27000,0,0,0,0,0,0,0,0,0,0,0,-4050,-3000,0,0,-1350,-675,0,0,0,0,580979194702889986,135000,0,0,0,0,0,0,0,0,210,210
580978931589743920,Order,2025/10/30,2025/11/06,VND,107998,159250,159250,245000,-85750,0,0,0,-51252,-7962,-17199,0,-30300,30300,0,0,0,0,0,0,-15925,-15925,0,0,0,0,0,0,0,0,0,0,0,-4778,-3000,0,0,-1592,-796,0,0,0,0,580978931589743920,159250,0,0,0,0,0,0,0,0,30,50
580978263960684443,Order,2025/10/30,2025/11/06,VND,80241,135000,135000,150000,-15000,0,0,0,-54759,-6750,-11934,0,-40000,40000,0,0,0,0,0,0,-27000,-27000,0,0,0,0,0,0,0,0,0,0,0,-4050,-3000,0,0,-1350,-675,0,0,0,0,580978263960684443,135000,0,0,0,0,0,0,0,0,210,210
580978276522035177,Order,2025/10/30,2025/11/06,VND,80241,135000,135000,150000,-15000,0,0,0,-54759,-6750,-11934,0,-40000,40000,0,0,0,0,0,0,-27000,-27000,0,0,0,0,0,0,0,0,0,0,0,-4050,-3000,0,0,-1350,-675,0,0,0,0,580978276522035177,135000,0,0,0,0,0,0,0,0,210,210
580978003062654834,Order,2025/10/30,2025/11/06,VND,80241,135000,135000,150000,-15000,0,0,0,-54759,-6750,-11934,0,-40000,40000,0,0,0,0,0,0,-27000,-27000,0,0,0,0,0,0,0,0,0,0,0,-4050,-3000,0,0,-1350,-675,0,0,0,0,580978003062654834,135000,0,0,0,0,0,0,0,0,210,210
580977562777388915,Order,2025/10/30,2025/11/06,VND,205308,324000,324000,360000,-36000,0,0,0,-118692,-14798,-28642,0,-47600,40000,7600,0,0,0,0,0,-57672,-57672,0,0,0,0,0,0,0,0,0,0,0,-9720,-3000,0,0,-3240,-1620,0,0,0,0,580977562777388915,295960,0,0,0,35640,0,0,0,0,510,510
580977350406472790,Order,2025/10/30,2025/11/06,VND,93741,135000,135000,150000,-15000,0,0,0,-41259,-6750,-11934,0,-40000,40000,0,0,0,0,0,0,0,0,0,-13500,0,0,0,0,0,0,0,0,0,-4050,-3000,0,0,-1350,-675,0,0,0,0,580977350406472790,135000,0,0,0,0,0,0,0,0,210,210
580977284956325218,Order,2025/10/30,2025/11/06,VND,93741,135000,135000,150000,-15000,0,0,0,-41259,-6750,-11934,0,-40000,40000,0,0,0,0,0,0,0,0,0,-13500,0,0,0,0,0,0,0,0,0,-4050,-3000,0,0,-1350,-675,0,0,0,0,580977284956325218,135000,0,0,0,0,0,0,0,0,210,210
580977308170355746,Order,2025/10/30,2025/11/06,VND,93741,135000,135000,150000,-15000,0,0,0,-41259,-6750,-11934,0,-26200,26200,0,0,0,0,0,0,0,0,0,-13500,0,0,0,0,0,0,0,0,0,-4050,-3000,0,0,-1350,-675,0,0,0,0,580977308170355746,135000,0,0,0,0,0,0,0,0,210,210
580977280161515282,Order,2025/10/30,2025/11/06,VND,58043,99000,99000,110000,-11000,0,0,0,-40957,-4950,-8752,0,-40000,40000,0,0,0,0,0,0,-19800,-19800,0,0,0,0,0,0,0,0,0,0,0,-2970,-3000,0,0,-990,-495,0,0,0,0,580977280161515282,99000,0,0,0,0,0,0,0,0,110,110
580977248337168215,Order,2025/10/30,2025/11/06,VND,93741,135000,135000,150000,-15000,0,0,0,-41259,-6750,-11934,0,-35200,35200,0,0,0,0,0,0,0,0,0,-13500,0,0,0,0,0,0,0,0,0,-4050,-3000,0,0,-1350,-675,0,0,0,0,580977248337168215,135000,0,0,0,0,0,0,0,0,210,210
580977183785190672,Order,2025/10/30,2025/11/06,VND,93741,135000,135000,150000,-15000,0,0,0,-41259,-6750,-11934,0,-35200,35200,0,0,0,0,0,0,0,0,0,-13500,0,0,0,0,0,0,0,0,0,-4050,-3000,0,0,-1350,-675,0,0,0,0,580977183785190672,135000,0,0,0,0,0,0,0,0,210,210
580977167312193250,Order,2025/10/30,2025/11/06,VND,83616,135000,135000,150000,-15000,0,0,0,-51384,-6075,-11934,0,-40000,40000,0,0,0,0,0,0,-24300,-24300,0,0,0,0,0,0,0,0,0,0,0,-4050,-3000,0,0,-1350,-675,0,0,0,0,580977167312193250,121500,0,0,0,13500,0,0,0,0,210,210
580977138104501805,Order,2025/10/30,2025/11/06,VND,80241,135000,135000,150000,-15000,0,0,0,-54759,-6750,-11934,0,-40000,40000,0,0,0,0,0,0,-27000,-27000,0,0,0,0,0,0,0,0,0,0,0,-4050,-3000,0,0,-1350,-675,0,0,0,0,580977138104501805,135000,0,0,0,0,0,0,0,0,210,210
580977131054073501,Order,2025/10/30,2025/11/06,VND,93741,135000,135000,150000,-15000,0,0,0,-41259,-6750,-11934,0,-40000,40000,0,0,0,0,0,0,0,0,0,-13500,0,0,0,0,0,0,0,0,0,-4050,-3000,0,0,-1350,-675,0,0,0,0,580977131054073501,135000,0,0,0,0,0,0,0,0,210,210
580977092832626262,Order,2025/10/30,2025/11/06,VND,98241,135000,135000,150000,-15000,0,0,0,-36759,-5250,-11934,0,-40000,40000,0,0,0,0,0,0,0,0,0,-10500,0,0,0,0,0,0,0,0,0,-4050,-3000,0,0,-1350,-675,0,0,0,0,580977092832626262,105000,0,0,0,30000,0,0,0,0,210,210
580977112289543637,Order,2025/10/30,2025/11/06,VND,206118,324000,324000,360000,-36000,0,0,0,-117882,-14636,-28642,0,-47600,40000,7600,0,0,0,0,0,-57024,-57024,0,0,0,0,0,0,0,0,0,0,0,-9720,-3000,0,0,-3240,-1620,0,0,0,0,580977112289543637,292720,0,0,0,38880,0,0,0,0,510,510
580977126168495133,Order,2025/10/30,2025/11/06,VND,80241,135000,135000,150000,-15000,0,0,0,-54759,-6750,-11934,0,-40000,40000,0,0,0,0,0,0,-27000,-27000,0,0,0,0,0,0,0,0,0,0,0,-4050,-3000,0,0,-1350,-675,0,0,0,0,580977126168495133,135000,0,0,0,0,0,0,0,0,210,210
580977011104122530,Order,2025/10/30,2025/11/06,VND,206498,324000,324000,360000,-36000,0,0,0,-117502,-14256,-28642,0,-47600,47600,0,0,0,0,0,0,-57024,-57024,0,0,0,0,0,0,0,0,0,0,0,-9720,-3000,0,0,-3240,-1620,0,0,0,0,580977011104122530,285120,0,0,0,38880,0,0,0,0,510,510
580977055074518584,Order,2025/10/30,2025/11/06,VND,80241,135000,135000,150000,-15000,0,0,0,-54759,-6750,-11934,0,-40000,40000,0,0,0,0,0,0,-27000,-27000,0,0,0,0,0,0,0,0,0,0,0,-4050,-3000,0,0,-1350,-675,0,0,0,0,580977055074518584,135000,0,0,0,0,0,0,0,0,210,210
580975219375703055,Order,2025/10/30,2025/11/06,VND,80241,135000,135000,150000,-15000,0,0,0,-54759,-6750,-11934,0,-40000,40000,0,0,0,0,0,0,-27000,-27000,0,0,0,0,0,0,0,0,0,0,0,-4050,-3000,0,0,-1350,-675,0,0,0,0,580975219375703055,135000,0,0,0,0,0,0,0,0,210,210
580963725593445994,Order,2025/10/29,2025/11/06,VND,174581,288000,288000,360000,-72000,0,0,0,-113419,-14400,-25459,0,-35100,35100,0,0,0,0,0,0,-57600,-57600,0,0,0,0,0,0,0,0,0,0,0,-8640,-3000,0,0,-2880,-1440,0,0,0,0,580963725593445994,288000,0,0,0,0,0,0,0,0,510,510
580963537721132735,Order,2025/10/29,2025/11/06,VND,48178,83000,83000,110000,-27000,0,0,0,-34822,-4150,-7337,0,-35200,35200,0,0,0,0,0,0,-16600,-16600,0,0,0,0,0,0,0,0,0,0,0,-2490,-3000,0,0,-830,-415,0,0,0,0,580963537721132735,83000,0,0,0,0,0,0,0,0,110,110
580963329981777700,Order,2025/10/29,2025/11/06,VND,170417,242000,242000,300000,-58000,0,0,0,-71583,-12100,-21393,0,-40000,40000,0,0,0,0,0,0,0,0,0,-24200,0,0,0,0,0,0,0,0,0,-7260,-3000,0,0,-2420,-1210,0,0,0,0,580963329981777700,242000,0,0,0,0,0,0,0,0,410,410
580912898888206335,Order,2025/10/26,2025/11/06,VND,225900,360000,360000,360000,0,0,0,0,-134100,-16020,-37800,0,-47600,47600,0,0,0,0,0,0,-64080,-64080,0,0,0,0,0,0,0,0,0,0,0,-10800,0,0,0,-3600,-1800,0,0,0,0,580912898888206335,320400,0,0,0,39600,0,0,0,0,510,510
580846397415851298,Order,2025/10/20,2025/11/06,VND,-40000,0,0,0,0,0,0,0,-40000,0,0,-40000,-40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580846397415851298,0,0,0,0,0,0,0,0,0,200,200
580990502043157985,Order,2025/10/31,2025/11/05,VND,80241,135000,135000,150000,-15000,0,0,0,-54759,-6750,-11934,0,-26200,26200,0,0,0,0,0,0,-27000,-27000,0,0,0,0,0,0,0,0,0,0,0,-4050,-3000,0,0,-1350,-675,0,0,0,0,580990502043157985,135000,0,0,0,0,0,0,0,0,210,210
580990103246832763,Order,2025/10/31,2025/11/05,VND,71609,121000,121000,150000,-29000,0,0,0,-49391,-6050,-10696,0,-19700,19700,0,0,0,0,0,0,-24200,-24200,0,0,0,0,0,0,0,0,0,0,0,-3630,-3000,0,0,-1210,-605,0,0,0,0,580990103246832763,121000,0,0,0,0,0,0,0,0,210,210
580987331584034267,Order,2025/10/31,2025/11/05,VND,-30300,0,0,0,0,0,0,0,-30300,0,0,-30300,-30300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580987331584034267,0,0,0,0,0,0,0,0,0,100,100
