Mã đơn/điều chỉnh,Loại,Thời gian tạo đơn,Thời gian tất toán đơn,Tiền tệ,Tổng số tiền tất toán,Tổng doanh thu,Tổng sau giảm giá của người bán,Tổng trước giảm giá,Giảm giá của người bán,Tổng hoàn sau giảm giá của người bán,Tổng hoàn trước giảm giá của người bán,Hoàn phần giảm giá của người bán,Tổng phí,Phí giao dịch,Phí hoa hồng TikTok Shop,Phí vận chuyển do người bán trả,Phí vận chuyển thực tế,Ưu đãi phí vận chuyển của sàn,Phí vận chuyển khách trả,Phí hoàn hàng thực tế,Hoàn phí vận chuyển khách,Hoàn tiền SFR,Trợ giá giao hàng thất bại,Trợ giá phí vận chuyển,Hoa hồng affiliate,Hoa hồng affiliate trước PIT,Thuế TNCN khấu trừ từ hoa hồng affiliate,Hoa hồng quảng cáo Shop Ads,Hoa hồng quảng cáo Shop Ads trước PIT,Thuế TNCN khấu trừ từ hoa hồng quảng cáo Shop Ads,Hoa hồng đối tác affiliate,Ký quỹ hoa hồng affiliate,Hoàn hoa hồng affiliate,Phí quảng cáo TAP Shop Ads,Phí dịch vụ SFP,Phí dịch vụ hoàn tiền Bonus,Phí dịch vụ LIVE Specials,Phí dịch vụ Voucher Xtra,Phí xử lý đơn hàng,Phí dịch vụ EAMS,Phí dịch vụ Flash Sale,Thuế VAT khấu trừ bởi TikTok Shop,Thuế TNCN khấu trừ bởi TikTok Shop,Phí chương trình TikTok PayLater,Phí tài nguyên chiến dịch,Phí dịch vụ SFR,Số tiền điều chỉnh,Mã đơn liên quan,Thanh toán của khách,Hoàn tiền cho khách,Giảm giá voucher đồng tài trợ bởi người bán,Hoàn giảm giá voucher đồng tài trợ bởi người bán,Giảm giá từ sàn,Hoàn giảm giá từ sàn,Giảm giá voucher đồng tài trợ bởi sàn,Hoàn giảm giá voucher đồng tài trợ bởi sàn,Giảm phí vận chuyển của người bán,Khối lượng gói ước tính (g),Khối lượng gói thực tế (g)
580833884520154728,Order,2025/10/19,2025/10/26,VND,83950,121000,121000,150000,-29000,0,0,0,-37050,-6800,-12705,0,-40000,25000,15000,0,0,0,0,0,0,0,0,-12100,0,0,0,0,0,0,0,0,0,-3630,0,0,0,-1210,-605,0,0,0,0,580833884520154728,136000,0,0,0,0,0,0,0,0,210,210
580833498735544204,Order,2025/10/19,2025/10/26,VND,180720,288000,288000,360000,-72000,0,0,0,-107280,-12816,-30240,0,-47600,47600,0,0,0,0,0,0,-51264,-51264,0,0,0,0,0,0,0,0,0,0,0,-8640,0,0,0,-2880,-1440,0,0,0,0,580833498735544204,256320,0,0,0,31680,0,0,0,0,510,510
580833183088280852,Order,2025/10/19,2025/10/26,VND,83940,121000,121000,150000,-29000,0,0,0,-37060,-6810,-12705,0,-35200,20000,15200,0,0,0,0,0,0,0,0,-12100,0,0,0,0,0,0,0,0,0,-3630,0,0,0,-1210,-605,0,0,0,0,580833183088280852,136200,0,0,0,0,0,0,0,0,210,210
580833114157909474,Order,2025/10/19,2025/10/26,VND,47250,80000,80000,127000,-47000,0,0,0,-32750,-4750,-8400,0,-40000,25000,15000,0,0,0,0,0,-16000,-16000,0,0,0,0,0,0,0,0,0,0,0,-2400,0,0,0,-800,-400,0,0,0,0,580833114157909474,95000,0,0,0,0,0,0,0,0,300,300
580833009953769463,Order,2025/10/19,2025/10/26,VND,71600,121000,121000,150000,-29000,0,0,0,-49400,-7050,-12705,0,-40000,20000,20000,0,0,0,0,0,-24200,-24200,0,0,0,0,0,0,0,0,0,0,0,-3630,0,0,0,-1210,-605,0,0,0,0,580833009953769463,141000,0,0,0,0,0,0,0,0,210,210
580832964030006758,Order,2025/10/19,2025/10/26,VND,145200,242000,242000,300000,-58000,0,0,0,-96800,-12100,-25410,0,-30300,30300,0,0,0,0,0,0,-48400,-48400,0,0,0,0,0,0,0,0,0,0,0,-7260,0,0,0,-2420,-1210,0,0,0,0,580832964030006758,242000,0,0,0,0,0,0,0,0,410,410
580832706050819990,Order,2025/10/19,2025/10/26,VND,72600,121000,121000,150000,-29000,0,0,0,-48400,-6050,-12705,0,-40000,40000,0,0,0,0,0,0,-24200,-24200,0,0,0,0,0,0,0,0,0,0,0,-3630,0,0,0,-1210,-605,0,0,0,0,580832706050819990,121000,0,0,0,0,0,0,0,0,210,210
580832553435039333,Order,2025/10/19,2025/10/26,VND,72340,121000,121000,150000,-29000,0,0,0,-48660,-6310,-12705,0,-35200,30000,5200,0,0,0,0,0,-24200,-24200,0,0,0,0,0,0,0,0,0,0,0,-3630,0,0,0,-1210,-605,0,0,0,0,580832553435039333,126200,0,0,0,0,0,0,0,0,210,210
580832342953854313,Order,2025/10/19,2025/10/26,VND,71600,121000,121000,150000,-29000,0,0,0,-49400,-7050,-12705,0,-40000,20000,20000,0,0,0,0,0,-24200,-24200,0,0,0,0,0,0,0,0,0,0,0,-3630,0,0,0,-1210,-605,0,0,0,0,580832342953854313,141000,0,0,0,0,0,0,0,0,210,210
580832315967309323,Order,2025/10/19,2025/10/26,VND,71600,121000,121000,150000,-29000,0,0,0,-49400,-7050,-12705,0,-40000,20000,20000,0,0,0,0,0,-24200,-24200,0,0,0,0,0,0,0,0,0,0,0,-3630,0,0,0,-1210,-605,0,0,0,0,580832315967309323,141000,0,0,0,0,0,0,0,0,210,210
580832308738426679,Order,2025/10/19,2025/10/26,VND,172800,288000,288000,360000,-72000,0,0,0,-115200,-14400,-30240,0,-47600,47600,0,0,0,0,0,0,-57600,-57600,0,0,0,0,0,0,0,0,0,0,0,-8640,0,0,0,-2880,-1440,0,0,0,0,580832308738426679,288000,0,0,0,0,0,0,0,0,510,510
580832241848059274,Order,2025/10/19,2025/10/26,VND,691200,1152000,1152000,1440000,-288000,0,0,0,-460800,-57600,-120960,0,-68500,68500,0,0,0,0,0,0,-230400,-230400,0,0,0,0,0,0,0,0,0,0,0,-34560,0,0,0,-11520,-5760,0,0,0,0,580832241848059274,1152000,0,0,0,0,0,0,0,0,2030,2030
580832247490577667,Order,2025/10/19,2025/10/26,VND,201600,288000,288000,360000,-72000,0,0,0,-86400,-14400,-30240,0,-47600,47600,0,0,0,0,0,0,0,0,0,-28800,0,0,0,0,0,0,0,0,0,-8640,0,0,0,-2880,-1440,0,0,0,0,580832247490577667,288000,0,0,0,0,0,0,0,0,510,510
580832104879129623,Order,2025/10/19,2025/10/26,VND,72600,121000,121000,150000,-29000,0,0,0,-48400,-6050,-12705,0,-26200,26200,0,0,0,0,0,0,-24200,-24200,0,0,0,0,0,0,0,0,0,0,0,-3630,0,0,0,-1210,-605,0,0,0,0,580832104879129623,121000,0,0,0,0,0,0,0,0,210,210
580831923929646957,Order,2025/10/19,2025/10/26,VND,71600,121000,121000,150000,-29000,0,0,0,-49400,-7050,-12705,0,-40000,20000,20000,0,0,0,0,0,-24200,-24200,0,0,0,0,0,0,0,0,0,0,0,-3630,0,0,0,-1210,-605,0,0,0,0,580831923929646957,141000,0,0,0,0,0,0,0,0,210,210
580831252090029610,Order,2025/10/19,2025/10/26,VND,72100,121000,121000,150000,-29000,0,0,0,-48900,-6550,-12705,0,-40000,30000,10000,0,0,0,0,0,-24200,-24200,0,0,0,0,0,0,0,0,0,0,0,-3630,0,0,0,-1210,-605,0,0,0,0,580831252090029610,131000,0,0,0,0,0,0,0,0,210,210
580831163835451229,Order,2025/10/19,2025/10/26,VND,172800,288000,288000,360000,-72000,0,0,0,-115200,-14400,-30240,0,-35100,35100,0,0,0,0,0,0,-57600,-57600,0,0,0,0,0,0,0,0,0,0,0,-8640,0,0,0,-2880,-1440,0,0,0,0,580831163835451229,288000,0,0,0,0,0,0,0,0,510,510
580830449038165960,Order,2025/10/19,2025/10/26,VND,201220,288000,288000,360000,-72000,0,0,0,-86780,-14780,-30240,0,-47600,40000,7600,0,0,0,0,0,0,0,0,-28800,0,0,0,0,0,0,0,0,0,-8640,0,0,0,-2880,-1440,0,0,0,0,580830449038165960,295600,0,0,0,0,0,0,0,0,510,510
580830364835284987,Order,2025/10/19,2025/10/26,VND,72600,121000,121000,150000,-29000,0,0,0,-48400,-6050,-12705,0,-40000,40000,0,0,0,0,0,0,-24200,-24200,0,0,0,0,0,0,0,0,0,0,0,-3630,0,0,0,-1210,-605,0,0,0,0,580830364835284987,121000,0,0,0,0,0,0,0,0,210,210
580830343791019067,Order,2025/10/19,2025/10/26,VND,201220,288000,288000,360000,-72000,0,0,0,-86780,-14780,-30240,0,-47600,40000,7600,0,0,0,0,0,0,0,0,-28800,0,0,0,0,0,0,0,0,0,-8640,0,0,0,-2880,-1440,0,0,0,0,580830343791019067,295600,0,0,0,0,0,0,0,0,510,510
580829562478036005,Order,2025/10/19,2025/10/26,VND,74600,121000,121000,150000,-29000,0,0,0,-46400,-6050,-12705,0,-40000,30000,10000,0,0,0,0,0,-22200,-22200,0,0,0,0,0,0,0,0,0,0,0,-3630,0,0,0,-1210,-605,0,0,0,0,580829562478036005,121000,0,0,0,10000,0,0,0,0,210,210
580829413915919552,Order,2025/10/19,2025/10/26,VND,172800,288000,288000,360000,-72000,0,0,0,-115200,-14400,-30240,0,-47600,47600,0,0,0,0,0,0,-57600,-57600,0,0,0,0,0,0,0,0,0,0,0,-8640,0,0,0,-2880,-1440,0,0,0,0,580829413915919552,288000,0,0,0,0,0,0,0,0,510,510
580826981774361726,Order,2025/10/19,2025/10/26,VND,72100,121000,121000,150000,-29000,0,0,0,-48900,-6550,-12705,0,-40000,30000,10000,0,0,0,0,0,-24200,-24200,0,0,0,0,0,0,0,0,0,0,0,-3630,0,0,0,-1210,-605,0,0,0,0,580826981774361726,131000,0,0,0,0,0,0,0,0,210,210
580826095099938523,Order,2025/10/19,2025/10/26,VND,83700,121000,121000,150000,-29000,0,0,0,-37300,-7050,-12705,0,-40000,20000,20000,0,0,0,0,0,0,0,0,-12100,0,0,0,0,0,0,0,0,0,-3630,0,0,0,-1210,-605,0,0,0,0,580826095099938523,141000,0,0,0,0,0,0,0,0,210,210
580826025060762687,Order,2025/10/19,2025/10/26,VND,201220,288000,288000,360000,-72000,0,0,0,-86780,-14780,-30240,0,-47600,40000,7600,0,0,0,0,0,0,0,0,-28800,0,0,0,0,0,0,0,0,0,-8640,0,0,0,-2880,-1440,0,0,0,0,580826025060762687,295600,0,0,0,0,0,0,0,0,510,510
580825948329641304,Order,2025/10/19,2025/10/26,VND,84390,121000,121000,150000,-29000,0,0,0,-36610,-6360,-12705,0,-26200,20000,6200,0,0,0,0,0,0,0,0,-12100,0,0,0,0,0,0,0,0,0,-3630,0,0,0,-1210,-605,0,0,0,0,580825948329641304,127200,0,0,0,0,0,0,0,0,210,210
580825856433423599,Order,2025/10/19,2025/10/26,VND,72100,121000,121000,150000,-29000,0,0,0,-48900,-6550,-12705,0,-40000,30000,10000,0,0,0,0,0,-24200,-24200,0,0,0,0,0,0,0,0,0,0,0,-3630,0,0,0,-1210,-605,0,0,0,0,580825856433423599,131000,0,0,0,0,0,0,0,0,210,210
580825626764871374,Order,2025/10/19,2025/10/26,VND,83700,121000,121000,150000,-29000,0,0,0,-37300,-7050,-12705,0,-40000,20000,20000,0,0,0,0,0,0,0,0,-12100,0,0,0,0,0,0,0,0,0,-3630,0,0,0,-1210,-605,0,0,0,0,580825626764871374,141000,0,0,0,0,0,0,0,0,210,210
580825633339836113,Order,2025/10/19,2025/10/26,VND,83940,121000,121000,150000,-29000,0,0,0,-37060,-6810,-12705,0,-35200,20000,15200,0,0,0,0,0,0,0,0,-12100,0,0,0,0,0,0,0,0,0,-3630,0,0,0,-1210,-605,0,0,0,0,580825633339836113,136200,0,0,0,0,0,0,0,0,210,210
580824897194395277,Order,2025/10/19,2025/10/26,VND,84700,121000,121000,150000,-29000,0,0,0,-36300,-6050,-12705,0,-40000,40000,0,0,0,0,0,0,0,0,0,-12100,0,0,0,0,0,0,0,0,0,-3630,0,0,0,-1210,-605,0,0,0,0,580824897194395277,121000,0,0,0,0,0,0,0,0,210,210
580824827706901786,Order,2025/10/19,2025/10/26,VND,84700,121000,121000,150000,-29000,0,0,0,-36300,-6050,-12705,0,-30300,30300,0,0,0,0,0,0,0,0,0,-12100,0,0,0,0,0,0,0,0,0,-3630,0,0,0,-1210,-605,0,0,0,0,580824827706901786,121000,0,0,0,0,0,0,0,0,210,210
580824703481120675,Order,2025/10/19,2025/10/26,VND,172800,288000,288000,360000,-72000,0,0,0,-115200,-14400,-30240,0,-35100,35100,0,0,0,0,0,0,-57600,-57600,0,0,0,0,0,0,0,0,0,0,0,-8640,0,0,0,-2880,-1440,0,0,0,0,580824703481120675,288000,0,0,0,0,0,0,0,0,510,510
580823988348421270,Order,2025/10/19,2025/10/26,VND,201600,288000,288000,360000,-72000,0,0,0,-86400,-14400,-30240,0,-47600,47600,0,0,0,0,0,0,0,0,0,-28800,0,0,0,0,0,0,0,0,0,-8640,0,0,0,-2880,-1440,0,0,0,0,580823988348421270,288000,0,0,0,0,0,0,0,0,510,510
580822471059276933,Order,2025/10/18,2025/10/26,VND,72100,121000,121000,150000,-29000,0,0,0,-48900,-6550,-12705,0,-40000,30000,10000,0,0,0,0,0,-24200,-24200,0,0,0,0,0,0,0,0,0,0,0,-3630,0,0,0,-1210,-605,0,0,0,0,580822471059276933,131000,0,0,0,0,0,0,0,0,210,210
580820973326993159,Order,2025/10/18,2025/10/26,VND,72600,121000,121000,150000,-29000,0,0,0,-48400,-6050,-12705,0,-30300,30300,0,0,0,0,0,0,-24200,-24200,0,0,0,0,0,0,0,0,0,0,0,-3630,0,0,0,-1210,-605,0,0,0,0,580820973326993159,121000,0,0,0,0,0,0,0,0,210,210
580820629661189309,Order,2025/10/18,2025/10/26,VND,72340,121000,121000,150000,-29000,0,0,0,-48660,-6310,-12705,0,-35200,30000,5200,0,0,0,0,0,-24200,-24200,0,0,0,0,0,0,0,0,0,0,0,-3630,0,0,0,-1210,-605,0,0,0,0,580820629661189309,126200,0,0,0,0,0,0,0,0,200,200
580820323795436666,Order,2025/10/18,2025/10/26,VND,84700,121000,121000,150000,-29000,0,0,0,-36300,-6050,-12705,0,-30300,30300,0,0,0,0,0,0,0,0,0,-12100,0,0,0,0,0,0,0,0,0,-3630,0,0,0,-1210,-605,0,0,0,0,580820323795436666,121000,0,0,0,0,0,0,0,0,210,210
580820137801712695,Order,2025/10/18,2025/10/26,VND,71600,121000,121000,150000,-29000,0,0,0,-49400,-7050,-12705,0,-40000,20000,20000,0,0,0,0,0,-24200,-24200,0,0,0,0,0,0,0,0,0,0,0,-3630,0,0,0,-1210,-605,0,0,0,0,580820137801712695,141000,0,0,0,0,0,0,0,0,210,210
580820042892674206,Order,2025/10/18,2025/10/26,VND,179280,288000,288000,360000,-72000,0,0,0,-108720,-13104,-30240,0,-41400,41400,0,0,0,0,0,0,-52416,-52416,0,0,0,0,0,0,0,0,0,0,0,-8640,0,0,0,-2880,-1440,0,0,0,0,580820042892674206,262080,0,0,0,25920,0,0,0,0,510,510
580819935776834728,Order,2025/10/18,2025/10/26,VND,72600,121000,121000,150000,-29000,0,0,0,-48400,-6050,-12705,0,-40000,40000,0,0,0,0,0,0,-24200,-24200,0,0,0,0,0,0,0,0,0,0,0,-3630,0,0,0,-1210,-605,0,0,0,0,580819935776834728,121000,0,0,0,0,0,0,0,0,210,210
580819819604051513,Order,2025/10/18,2025/10/26,VND,72600,121000,121000,150000,-29000,0,0,0,-48400,-6050,-12705,0,-40000,40000,0,0,0,0,0,0,-24200,-24200,0,0,0,0,0,0,0,0,0,0,0,-3630,0,0,0,-1210,-605,0,0,0,0,580819819604051513,121000,0,0,0,0,0,0,0,0,210,210
580807253321484183,Order,2025/10/17,2025/10/26,VND,-30300,0,0,0,0,0,0,0,-30300,0,0,-30300,-30300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580807253321484183,0,0,0,0,0,0,0,0,0,210,210
580796110476183292,Order,2025/10/16,2025/10/26,VND,184000,290000,290000,360000,-70000,0,0,0,-106000,-12500,-30450,0,-35100,35100,0,0,0,0,0,0,-50000,-50000,0,0,0,0,0,0,0,0,0,0,0,-8700,0,0,0,-2900,-1450,0,0,0,0,580796110476183292,250000,0,0,0,40000,0,0,0,0,510,510
580783755831510148,Order,2025/10/15,2025/10/26,VND,-40000,0,0,0,0,0,0,0,-40000,0,0,-40000,-40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580783755831510148,0,0,0,0,0,0,0,0,0,210,210
580738627437823634,Order,2025/10/12,2025/10/26,VND,-30300,0,0,0,0,0,0,0,-30300,0,0,-30300,-30300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580738627437823634,0,0,0,0,0,0,0,0,0,210,210
580844708816848245,Order,2025/10/20,2025/10/25,VND,72485,121000,121000,150000,-29000,0,0,0,-48515,-6165,-12705,0,-30300,28000,2300,0,0,0,0,0,-24200,-24200,0,0,0,0,0,0,0,0,0,0,0,-3630,0,0,0,-1210,-605,0,0,0,0,580844708816848245,123300,0,0,0,0,0,0,0,0,210,210
580837444229695433,Order,2025/10/20,2025/10/25,VND,96800,121000,121000,150000,-29000,0,0,0,-24200,-6050,-12705,0,-40000,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3630,0,0,0,-1210,-605,0,0,0,0,580837444229695433,121000,0,0,0,0,0,0,0,0,210,210
580836772801054288,Order,2025/10/20,2025/10/25,VND,-40000,0,0,0,0,0,0,0,-40000,0,0,-40000,-40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580836772801054288,0,0,0,0,0,0,0,0,0,500,500
580834771797378575,Order,2025/10/19,2025/10/25,VND,201600,288000,288000,360000,-72000,0,0,0,-86400,-14400,-30240,0,-41400,41400,0,0,0,0,0,0,0,0,0,-28800,0,0,0,0,0,0,0,0,0,-8640,0,0,0,-2880,-1440,0,0,0,0,580834771797378575,288000,0,0,0,0,0,0,0,0,510,510
580834750812947634,Order,2025/10/19,2025/10/25,VND,84700,121000,121000,150000,-29000,0,0,0,-36300,-6050,-12705,0,-40000,40000,0,0,0,0,0,0,0,0,0,-12100,0,0,0,0,0,0,0,0,0,-3630,0,0,0,-1210,-605,0,0,0,0,580834750812947634,121000,0,0,0,0,0,0,0,0,210,210
580833780744029950,Order,2025/10/19,2025/10/25,VND,74585,121000,121000,150000,-29000,0,0,0,-46415,-6065,-12705,0,-30300,20000,10300,0,0,0,0,0,-22200,-22200,0,0,0,0,0,0,0,0,0,0,0,-3630,0,0,0,-1210,-605,0,0,0,0,580833780744029950,121300,0,0,0,10000,0,0,0,0,210,210
580831944891008195,Order,2025/10/19,2025/10/25,VND,72600,121000,121000,150000,-29000,0,0,0,-48400,-6050,-12705,0,-30300,30300,0,0,0,0,0,0,-24200,-24200,0,0,0,0,0,0,0,0,0,0,0,-3630,0,0,0,-1210,-605,0,0,0,0,580831944891008195,121000,0,0,0,0,0,0,0,0,210,210
580831802518832515,Order,2025/10/19,2025/10/25,VND,145200,242000,242000,300000,-58000,0,0,0,-96800,-12100,-25410,0,-40000,40000,0,0,0,0,0,0,-48400,-48400,0,0,0,0,0,0,0,0,0,0,0,-7260,0,0,0,-2420,-1210,0,0,0,0,580831802518832515,242000,0,0,0,0,0,0,0,0,410,410
580830832934225671,Order,2025/10/19,2025/10/25,VND,84700,121000,121000,150000,-29000,0,0,0,-36300,-6050,-12705,0,-35200,35200,0,0,0,0,0,0,0,0,0,-12100,0,0,0,0,0,0,0,0,0,-3630,0,0,0,-1210,-605,0,0,0,0,580830832934225671,121000,0,0,0,0,0,0,0,0,210,210
580830596703618065,Order,2025/10/19,2025/10/25,VND,172800,288000,288000,360000,-72000,0,0,0,-115200,-14400,-30240,0,-29700,29700,0,0,0,0,0,0,-57600,-57600,0,0,0,0,0,0,0,0,0,0,0,-8640,0,0,0,-2880,-1440,0,0,0,0,580830596703618065,288000,0,0,0,0,0,0,0,0,510,510
580830581369964104,Order,2025/10/19,2025/10/25,VND,72600,121000,121000,150000,-29000,0,0,0,-48400,-6050,-12705,0,-35200,35200,0,0,0,0,0,0,-24200,-24200,0,0,0,0,0,0,0,0,0,0,0,-3630,0,0,0,-1210,-605,0,0,0,0,580830581369964104,121000,0,0,0,0,0,0,0,0,210,210
580826135684482901,Order,2025/10/19,2025/10/25,VND,201600,288000,288000,360000,-72000,0,0,0,-86400,-14400,-30240,0,-41400,41400,0,0,0,0,0,0,0,0,0,-28800,0,0,0,0,0,0,0,0,0,-8640,0,0,0,-2880,-1440,0,0,0,0,580826135684482901,288000,0,0,0,0,0,0,0,0,510,510
580825960820082631,Order,2025/10/19,2025/10/25,VND,84700,121000,121000,150000,-29000,0,0,0,-36300,-6050,-12705,0,-19700,19700,0,0,0,0,0,0,0,0,0,-12100,0,0,0,0,0,0,0,0,0,-3630,0,0,0,-1210,-605,0,0,0,0,580825960820082631,121000,0,0,0,0,0,0,0,0,210,210
580825719099066170,Order,2025/10/19,2025/10/25,VND,83300,121000,121000,150000,-29000,0,0,0,-37700,-7450,-12705,0,-40000,12000,28000,0,0,0,0,0,0,0,0,-12100,0,0,0,0,0,0,0,0,0,-3630,0,0,0,-1210,-605,0,0,0,0,580825719099066170,149000,0,0,0,0,0,0,0,0,210,210
580825715368887399,Order,2025/10/19,2025/10/25,VND,169400,242000,242000,300000,-58000,0,0,0,-72600,-12100,-25410,0,-40000,40000,0,0,0,0,0,0,0,0,0,-24200,0,0,0,0,0,0,0,0,0,-7260,0,0,0,-2420,-1210,0,0,0,0,580825715368887399,242000,0,0,0,0,0,0,0,0,410,410
580824024752948369,Order,2025/10/19,2025/10/25,VND,72100,121000,121000,150000,-29000,0,0,0,-48900,-6550,-12705,0,-40000,30000,10000,0,0,0,0,0,-24200,-24200,0,0,0,0,0,0,0,0,0,0,0,-3630,0,0,0,-1210,-605,0,0,0,0,580824024752948369,131000,0,0,0,0,0,0,0,0,210,210
580821086501373406,Order,2025/10/18,2025/10/25,VND,193600,242000,242000,300000,-58000,0,0,0,-48400,-12100,-25410,0,-40000,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7260,0,0,0,-2420,-1210,0,0,0,0,580821086501373406,242000,0,0,0,0,0,0,0,0,410,410
580820665731417385,Order,2025/10/18,2025/10/25,VND,71600,121000,121000,150000,-29000,0,0,0,-49400,-7050,-12705,0,-40000,20000,20000,0,0,0,0,0,-24200,-24200,0,0,0,0,0,0,0,0,0,0,0,-3630,0,0,0,-1210,-605,0,0,0,0,580820665731417385,141000,0,0,0,0,0,0,0,0,210,210
580820009596519846,Order,2025/10/18,2025/10/25,VND,172730,288000,288000,360000,-72000,0,0,0,-115270,-14470,-30240,0,-41400,40000,1400,0,0,0,0,0,-57600,-57600,0,0,0,0,0,0,0,0,0,0,0,-8640,0,0,0,-2880,-1440,0,0,0,0,580820009596519846,289400,0,0,0,0,0,0,0,0,510,510
580819681574946254,Order,2025/10/18,2025/10/25,VND,201600,288000,288000,360000,-72000,0,0,0,-86400,-14400,-30240,0,-47600,47600,0,0,0,0,0,0,0,0,0,-28800,0,0,0,0,0,0,0,0,0,-8640,0,0,0,-2880,-1440,0,0,0,0,580819681574946254,288000,0,0,0,0,0,0,0,0,510,510
580819364467082444,Order,2025/10/18,2025/10/25,VND,86185,121000,121000,150000,-29000,0,0,0,-34815,-5565,-12705,0,-30300,30000,300,0,0,0,0,0,0,0,0,-11100,0,0,0,0,0,0,0,0,0,-3630,0,0,0,-1210,-605,0,0,0,0,580819364467082444,111300,0,0,0,10000,0,0,0,0,210,210
580817159836501183,Order,2025/10/18,2025/10/25,VND,90000,150000,150000,150000,0,0,0,0,-60000,-7500,-15750,0,-30300,30300,0,0,0,0,0,0,-30000,-30000,0,0,0,0,0,0,0,0,0,0,0,-4500,0,0,0,-1500,-750,0,0,0,0,580817159836501183,150000,0,0,0,0,0,0,0,0,210,210
580816424927134877,Order,2025/10/18,2025/10/25,VND,94500,150000,150000,150000,0,0,0,0,-55500,-6600,-15750,0,-40000,40000,0,0,0,0,0,0,-26400,-26400,0,0,0,0,0,0,0,0,0,0,0,-4500,0,0,0,-1500,-750,0,0,0,0,580816424927134877,132000,0,0,0,18000,0,0,0,0,210,210
580810021523719859,Order,2025/10/17,2025/10/25,VND,92000,150000,150000,150000,0,0,0,0,-58000,-7100,-15750,0,-40000,40000,0,0,0,0,0,0,-28400,-28400,0,0,0,0,0,0,0,0,0,0,0,-4500,0,0,0,-1500,-750,0,0,0,0,580810021523719859,142000,0,0,0,8000,0,0,0,0,210,210
580808859505756114,Order,2025/10/17,2025/10/25,VND,369750,580000,580000,720000,-140000,0,0,0,-210250,-24650,-60900,0,-39400,39400,0,0,0,0,0,0,-98600,-98600,0,0,0,0,0,0,0,0,0,0,0,-17400,0,0,0,-5800,-2900,0,0,0,0,580808859505756114,493000,0,0,0,87000,0,0,0,0,1030,1030
580808199583401690,Order,2025/10/17,2025/10/25,VND,58500,85000,85000,110000,-25000,0,0,0,-26500,-5250,-8925,0,-40000,20000,20000,0,0,0,0,0,0,0,0,-8500,0,0,0,0,0,0,0,0,0,-2550,0,0,0,-850,-425,0,0,0,0,580808199583401690,105000,0,0,0,0,0,0,0,0,110,110
580808188399158385,Order,2025/10/17,2025/10/25,VND,106250,170000,170000,220000,-50000,0,0,0,-63750,-7650,-17850,0,-30300,30300,0,0,0,0,0,0,-30600,-30600,0,0,0,0,0,0,0,0,0,0,0,-5100,0,0,0,-1700,-850,0,0,0,0,580808188399158385,153000,0,0,0,17000,0,0,0,0,210,210
580807739137099732,Order,2025/10/17,2025/10/25,VND,179075,290000,290000,360000,-70000,0,0,0,-110925,-13485,-30450,0,-41400,41400,0,0,0,0,0,0,-53940,-53940,0,0,0,0,0,0,0,0,0,0,0,-8700,0,0,0,-2900,-1450,0,0,0,0,580807739137099732,269700,0,0,0,20300,0,0,0,0,510,510
580779239592920213,Order,2025/10/15,2025/10/25,VND,68800,110000,110000,110000,0,0,0,0,-41200,-5340,-11550,0,-40000,30000,10000,0,0,0,0,0,-19360,-19360,0,0,0,0,0,0,0,0,0,0,0,-3300,0,0,0,-1100,-550,0,0,0,0,580779239592920213,106800,0,0,0,13200,0,0,0,0,110,110
580772604298954314,Order,2025/10/14,2025/10/25,VND,-40000,0,0,0,0,0,0,0,-40000,0,0,-40000,-40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580772604298954314,0,0,0,0,0,0,0,0,0,110,110
580730140560164015,Order,2025/10/11,2025/10/25,VND,174000,290000,290000,360000,-70000,0,0,0,-116000,-14500,-30450,0,-47600,47600,0,0,0,0,0,0,-58000,-58000,0,0,0,0,0,0,0,0,0,0,0,-8700,0,0,0,-2900,-1450,0,0,0,0,580730140560164015,290000,0,0,0,0,0,0,0,0,510,510
580702590591534875,Order,2025/10/09,2025/10/25,VND,-35200,0,0,0,0,0,0,0,-35200,0,0,-35200,-35200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580702590591534875,0,0,0,0,0,0,0,0,0,110,110
580678159419999778,Order,2025/10/07,2025/10/25,VND,-40000,0,0,0,0,0,0,0,-40000,0,0,-40000,-40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580678159419999778,0,0,0,0,0,0,0,0,0,210,210
