ID,Mã vận đơn,Trạng thái,Sản phẩm,Số lượng,Đơn giá,Giảm giá,Ngày tạo đơn,Ngày cập nhật,Tỉnh thành phố,Ngày giờ đẩy đơn sang đvvc,Thẻ,Ảnh SP,Doanh thu chưa trừ phí sàn,Tiền thanh toán thực tế,Tổng phí đối soát,Sàn trợ giá,khác,phí aff,tên aff,tiền spf ship,tiền thực nhận,tiền ship shop chịu,phí giao dịch,phí hoa hồng tiktok shop,phí 9% thực tế,phí xtra,phí flash sale,ghi chú,thuế,phí tiktok bù,Phí xử lý đơn hàng
580254697929606175,VTPVN9011170315,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 500ml",1,350000,89000,04/09/2025,23/09/2025,Gia Lai,09:41 05/09/2025,,https://content.pancake.vn/2-25/2025/8/1/243900ec515c69e8afe0f188aa0e5d739b80effe.jpg,290000,261000,0,29000,,52200,vuonmaianhquy,0,181250,0,-13050,-30450,-43500,-8700,0,,-4350,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580254799599011673,VTPVN9011190315,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 200ml",1,130000,28184,04/09/2025,23/09/2025,Vĩnh Long,09:41 05/09/2025,,https://content.pancake.vn/2-25/2025/8/1/243900ec515c69e8afe0f188aa0e5d739b80effe.jpg,115700,111816,0,13884,,20363,vuonmaianhquy,0,72392,0,-5591,-12148,-17739,-3471,0,,-1735,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580255063269869385,VTPVN9014000114,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 500ml",1,350000,90000,04/09/2025,24/09/2025,Lâm Đồng,09:41 05/09/2025,,https://content.pancake.vn/2-25/2025/8/1/243900ec515c69e8afe0f188aa0e5d739b80effe.jpg,290000,260000,0,30000,,52000,vuonmaianhquy,0,181500,0,-13000,-30450,-43450,-8700,0,,-4350,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580255167208916046,VTPVN9012170715,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 200ml",1,130000,24300,04/09/2025,26/09/2025,Đắk Lắk,09:42 05/09/2025,,https://content.pancake.vn/2-25/2025/8/1/243900ec515c69e8afe0f188aa0e5d739b80effe.jpg,115700,105700,0,10000,,21140,vuonmaianhquy,0,71921,0,-5285,-12148,-17433,-3471,0,,-1735,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580259904870909464,VTPVN9012190315,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 100ml",2,95000,0,05/09/2025,23/09/2025,Cần Thơ,09:42 05/09/2025,,https://content.pancake.vn/2-25/2025/8/1/243900ec515c69e8afe0f188aa0e5d739b80effe.jpg,190000,224000,0,0,,38000,longho1212,0,112300,0,-11200,-19950,-31150,-5700,0,,-2850,,
_,,,"(COMBO 5 GÓI) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/6/11/26faf003e75ce17d00e3958d686be17f6d658f32.jpg,,,,,,,,,,,,,,,,,,,
580261483611522324,VTPVN9017700216,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 100ml",1,95000,0,05/09/2025,24/09/2025,An Giang,14:46 05/09/2025,,https://content.pancake.vn/2-25/2025/8/1/243900ec515c69e8afe0f188aa0e5d739b80effe.jpg,95000,95000,0,0,,19000,..nampham,0,57000,0,-4750,-9975,-14725,-2850,0,,-1425,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580262592600507606,VTPVN9011720216,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 100ml",1,95000,0,05/09/2025,24/09/2025,Lâm Đồng,14:47 05/09/2025,,https://content.pancake.vn/2-25/2025/8/1/243900ec515c69e8afe0f188aa0e5d739b80effe.jpg,95000,95000,0,0,,19000,phch1987,0,57000,0,-4750,-9975,-14725,-2850,0,,-1425,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580263510053586213,VTPVN9014740316,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 500ml",1,350000,0,05/09/2025,24/09/2025,Đắk Lắk,14:47 05/09/2025,,https://content.pancake.vn/2-25/2025/8/1/243900ec515c69e8afe0f188aa0e5d739b80effe.jpg,350000,350000,0,0,,70000,..nampham,0,210000,0,-17500,-36750,-54250,-10500,0,,-5250,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580264831039276932,VTPVN9016411211,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 200ml",1,130000,10000,05/09/2025,24/09/2025,Lâm Đồng,08:39 06/09/2025,,https://content.pancake.vn/2-25/2025/8/1/243900ec515c69e8afe0f188aa0e5d739b80effe.jpg,130000,120000,0,10000,,12000,vuonmaianhquy,0,92500,0,-6000,-13650,-19650,-3900,0,,-1950,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580264916784874815,VTPVN9013680619,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 200ml",1,130000,0,05/09/2025,24/09/2025,Hồ Chí Minh,08:39 06/09/2025,,https://content.pancake.vn/2-25/2025/8/1/243900ec515c69e8afe0f188aa0e5d739b80effe.jpg,130000,130000,0,0,,13000,vuonmaianhquy,0,91000,0,-6500,-13650,-20150,-3900,0,,-1950,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580264983571367306,VTPVN9010620219,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 100ml",1,95000,0,05/09/2025,04/10/2025,Đồng Nai,08:40 06/09/2025,,https://content.pancake.vn/2-25/2025/8/1/243900ec515c69e8afe0f188aa0e5d739b80effe.jpg,95000,129000,0,0,,9500,vuonmaianhquy,0,64800,0,-6450,-9975,-16425,-2850,0,,-1425,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580265103121024997,VTPVN9018491211,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 100ml",1,95000,0,05/09/2025,24/09/2025,Tây Ninh,08:40 06/09/2025,,https://content.pancake.vn/2-25/2025/8/1/243900ec515c69e8afe0f188aa0e5d739b80effe.jpg,95000,105000,0,0,,9500,vuonmaianhquy,0,66000,0,-5250,-9975,-15225,-2850,0,,-1425,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580265149476930879,VTPVN9012471611,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 100ml",1,95000,0,05/09/2025,24/09/2025,Gia Lai,08:41 06/09/2025,,https://content.pancake.vn/2-25/2025/8/1/243900ec515c69e8afe0f188aa0e5d739b80effe.jpg,95000,95300,0,0,,9500,vuonmaianhquy,0,66485,0,-4765,-9975,-14740,-2850,0,,-1425,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580265256812381588,VTPVN9014571011,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 100ml",1,95000,0,05/09/2025,24/09/2025,Cần Thơ,08:41 06/09/2025,,https://content.pancake.vn/2-25/2025/8/1/243900ec515c69e8afe0f188aa0e5d739b80effe.jpg,95000,105000,0,0,,19000,vuonmaianhquy,0,56500,0,-5250,-9975,-15225,-2850,0,,-1425,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580265273954699217,VTPVN9017600719,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 100ml",1,95000,0,05/09/2025,24/09/2025,Đồng Tháp,08:42 06/09/2025,,https://content.pancake.vn/2-25/2025/8/1/243900ec515c69e8afe0f188aa0e5d739b80effe.jpg,95000,95000,0,0,,9500,vuonmaianhquy,0,66500,0,-4750,-9975,-14725,-2850,0,,-1425,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580265352572995453,VTPVN9019640819,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 200ml",1,130000,0,05/09/2025,24/09/2025,Lâm Đồng,08:42 06/09/2025,,https://content.pancake.vn/2-25/2025/8/1/243900ec515c69e8afe0f188aa0e5d739b80effe.jpg,130000,130300,0,0,,13000,vuonmaianhquy,0,90985,0,-6515,-13650,-20165,-3900,0,,-1950,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580265399851255673,VTPVN9011660419,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 100ml",1,95000,0,05/09/2025,24/09/2025,Tây Ninh,08:42 06/09/2025,,https://content.pancake.vn/2-25/2025/8/1/243900ec515c69e8afe0f188aa0e5d739b80effe.jpg,95000,100200,0,0,,9500,vuonmaianhquy,0,66240,0,-5010,-9975,-14985,-2850,0,,-1425,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580266399561778593,VTPVN9018471511,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 200ml",1,130000,14300,05/09/2025,23/09/2025,Huế,08:43 06/09/2025,,https://content.pancake.vn/2-25/2025/8/1/243900ec515c69e8afe0f188aa0e5d739b80effe.jpg,115700,134000,0,0,,23140,vuonmaianhquy,0,68506,0,-6700,-12148,-18848,-3471,0,,-1735,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580266429429876550,VTPVN9010571711,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 500ml",1,350000,60000,05/09/2025,24/09/2025,Tây Ninh,08:43 06/09/2025,,https://content.pancake.vn/2-25/2025/8/1/243900ec515c69e8afe0f188aa0e5d739b80effe.jpg,290000,290000,0,0,,58000,vuonmaianhquy,0,174000,0,-14500,-30450,-44950,-8700,0,,-4350,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580266472518288669,VTPVN9018720019,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 100ml",1,95000,19469,05/09/2025,24/09/2025,Hồ Chí Minh,08:44 06/09/2025,,https://content.pancake.vn/2-25/2025/8/1/243900ec515c69e8afe0f188aa0e5d739b80effe.jpg,80000,0,0,4469,,16000,vuonmaianhquy,0,47963,0,-4037,-8400,-12437,-2400,0,,-1200,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580266465320600756,VTPVN9012531411,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 200ml",1,130000,28184,05/09/2025,24/09/2025,Tây Ninh,08:44 06/09/2025,,https://content.pancake.vn/2-25/2025/8/1/243900ec515c69e8afe0f188aa0e5d739b80effe.jpg,115700,135816,0,13884,,20363,vuonmaianhquy,0,71192,0,-6791,-12148,-18939,-3471,0,,-1735,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580266499703605192,,Đã huỷ,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 200ml",1,130000,28184,05/09/2025,05/09/2025,Hồ Chí Minh,,,https://content.pancake.vn/2-25/2025/8/1/243900ec515c69e8afe0f188aa0e5d739b80effe.jpg,0,0,,13884,,,,,,,,,,,,,,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580266535838057775,VTPVN9015740219,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 100ml",1,95000,15000,05/09/2025,24/09/2025,Vĩnh Long,08:44 06/09/2025,,https://content.pancake.vn/2-25/2025/8/1/243900ec515c69e8afe0f188aa0e5d739b80effe.jpg,80000,80000,0,0,,16000,vuonmaianhquy,0,48000,0,-4000,-8400,-12400,-2400,0,,-1200,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580266551323363096,VTPVN9013511211,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 100ml",1,95000,15000,05/09/2025,24/09/2025,Lâm Đồng,08:44 06/09/2025,,https://content.pancake.vn/2-25/2025/8/1/243900ec515c69e8afe0f188aa0e5d739b80effe.jpg,80000,80300,0,0,,16000,vuonmaianhquy,0,47985,0,-4015,-8400,-12415,-2400,0,,-1200,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580266577975609079,VTPVN9014780319,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 100ml",1,95000,15000,05/09/2025,24/09/2025,Hồ Chí Minh,08:45 06/09/2025,,https://content.pancake.vn/2-25/2025/8/1/243900ec515c69e8afe0f188aa0e5d739b80effe.jpg,80000,80000,0,0,,16000,vuonmaianhquy,0,48000,0,-4000,-8400,-12400,-2400,0,,-1200,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580266752425362900,VTPVN9013591311,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 500ml",1,350000,86100,05/09/2025,24/09/2025,Gia Lai,08:45 06/09/2025,,https://content.pancake.vn/2-25/2025/8/1/243900ec515c69e8afe0f188aa0e5d739b80effe.jpg,290000,263900,0,26100,,52780,vuonmaianhquy,0,180525,0,-13195,-30450,-43645,-8700,0,,-4350,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580266708887242227,VTPVN9013511811,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 100ml",1,95000,15000,05/09/2025,23/09/2025,Đắk Lắk,08:45 06/09/2025,,https://content.pancake.vn/2-25/2025/8/1/243900ec515c69e8afe0f188aa0e5d739b80effe.jpg,80000,98300,0,0,,16000,vuonmaianhquy,0,47085,0,-4915,-8400,-13315,-2400,0,,-1200,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580266761238513643,,Đã huỷ,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 100ml",1,95000,15000,05/09/2025,05/09/2025,Đồng Tháp,,,https://content.pancake.vn/2-25/2025/8/1/243900ec515c69e8afe0f188aa0e5d739b80effe.jpg,0,90000,,0,,,vuonmaianhquy,,,,,,,,,,,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580266819140159269,,Đã huỷ,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 200ml",1,130000,14300,05/09/2025,06/09/2025,Huế,,,https://content.pancake.vn/2-25/2025/8/1/243900ec515c69e8afe0f188aa0e5d739b80effe.jpg,0,116000,,0,,,vuonmaianhquy,,,,,,,,,,,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
