ID,Mã vận đơn,Trạng thái,Sản phẩm,Số lượng,Đơn giá,Giảm giá,Ngày tạo đơn,Ngày cập nhật,Tỉnh thành phố,Ngày giờ đẩy đơn sang đvvc,Thẻ,Ảnh SP,Doanh thu chưa trừ phí sàn,Tiền thanh toán thực tế,Tổng phí đối soát,Sàn trợ giá,khác,phí aff,tên aff,tiền spf ship,tiền thực nhận,tiền ship shop chịu,phí giao dịch,phí hoa hồng tiktok shop,phí 9% thực tế,phí xtra,phí flash sale,ghi chú,thuế,phí tiktok bù,Phí xử lý đơn hàng
580625979063895913,VTPVN9019518032,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 500ml",1,360000,99000,03/10/2025,23/10/2025,Hồ Chí Minh,02:27 23/10/2025,,https://content.pancake.vn/2-25/2025/9/23/ef79066238c411ab1506f0e7675d23f3278508fc.jpg,290000,261000,0,29000,,52200,vuonmaianhquy,0,181250,0,-13050,-30450,-43500,-8700,0,,-4350,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580626027360650744,VTPVN9013518532,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 500ml",1,360000,99000,03/10/2025,22/10/2025,Tuyên Quang,14:21 04/10/2025,,https://content.pancake.vn/2-25/2025/9/23/ef79066238c411ab1506f0e7675d23f3278508fc.jpg,290000,261000,0,29000,,52200,vuonmaianhquy,0,181250,0,-13050,-30450,-43500,-8700,0,,-4350,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580625977682527994,VTPVN9017498632,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 200ml",1,150000,27000,03/10/2025,23/10/2025,Tây Ninh,06:30 23/10/2025,,https://content.pancake.vn/2-25/2025/9/23/c8c1f4a6af09e75dd446d85f4c8de1631396287a.jpg,123000,123000,0,0,,12300,thanh47_vlog,0,86100,0,-6150,-12915,-19065,-3690,0,,-1845,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580626086631999130,VTPVN9018458632,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 200ml",1,150000,27000,03/10/2025,25/10/2025,An Giang,14:21 04/10/2025,,https://content.pancake.vn/2-25/2025/9/23/c8c1f4a6af09e75dd446d85f4c8de1631396287a.jpg,123000,138000,0,0,,24600,vuonmaianhquy,0,73050,0,-6900,-12915,-19815,-3690,0,,-1845,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580626067105482307,VTPVN9018598432,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 200ml",1,150000,27000,03/10/2025,23/10/2025,Cần Thơ,08:31 23/10/2025,,https://content.pancake.vn/2-25/2025/9/23/c8c1f4a6af09e75dd446d85f4c8de1631396287a.jpg,123000,133000,0,0,,12300,ongbonongdan,0,85600,0,-6650,-12915,-19565,-3690,0,,-1845,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580626095593260567,VTPVN9019268831,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 200ml",1,150000,27000,03/10/2025,23/10/2025,Cà Mau,07:41 23/10/2025,,https://content.pancake.vn/2-25/2025/9/23/c8c1f4a6af09e75dd446d85f4c8de1631396287a.jpg,123000,138000,0,0,,24600,thanh47_vlog,0,73050,0,-6900,-12915,-19815,-3690,0,,-1845,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580626149559272617,VTPVN9010778732,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 200ml",1,150000,27000,03/10/2025,24/10/2025,An Giang,10:07 24/10/2025,,https://content.pancake.vn/2-25/2025/9/23/c8c1f4a6af09e75dd446d85f4c8de1631396287a.jpg,123000,123000,0,0,,24600,ongbonongdan,0,73800,0,-6150,-12915,-19065,-3690,0,,-1845,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580626141724116620,VTPVN9015348531,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 500ml",1,360000,99000,03/10/2025,23/10/2025,Tây Ninh,08:44 23/10/2025,,https://content.pancake.vn/2-25/2025/9/23/ef79066238c411ab1506f0e7675d23f3278508fc.jpg,290000,261300,0,29000,,52200,vuonmaianhquy,0,181235,0,-13065,-30450,-43515,-8700,0,,-4350,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580626211829613719,,Đã huỷ,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 500ml",1,360000,99000,03/10/2025,03/10/2025,Đồng Tháp,,,https://content.pancake.vn/2-25/2025/9/23/ef79066238c411ab1506f0e7675d23f3278508fc.jpg,0,263600,,29000,,,vuonmaianhquy,,,,,,,,,,,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580626184160249305,VTPVN9013778132,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 200ml",1,150000,27000,03/10/2025,22/10/2025,Cần Thơ,14:21 04/10/2025,,https://content.pancake.vn/2-25/2025/9/23/c8c1f4a6af09e75dd446d85f4c8de1631396287a.jpg,123000,133200,0,0,,24600,vuonmaianhquy,0,73290,0,-6660,-12915,-19575,-3690,0,,-1845,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580626214078743935,VTPVN9010758732,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 500ml",1,360000,90300,03/10/2025,01/11/2025,Tây Ninh,14:21 04/10/2025,,https://content.pancake.vn/2-25/2025/9/23/ef79066238c411ab1506f0e7675d23f3278508fc.jpg,290000,269700,0,20300,,26970,thanh47_vlog,0,206045,0,-13485,-30450,-43935,-8700,0,,-4350,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580626255895037286,VTPVN9014518732,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 500ml",1,360000,96100,03/10/2025,23/10/2025,Cà Mau,14:21 04/10/2025,,https://content.pancake.vn/2-25/2025/9/23/ef79066238c411ab1506f0e7675d23f3278508fc.jpg,290000,263900,0,26100,,52780,hoangoai_1984,0,180525,0,-13195,-30450,-43645,-8700,0,,-4350,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580626281129608204,VTPVN9017028631,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 200ml",1,150000,42990,03/10/2025,23/10/2025,An Giang,14:21 04/10/2025,,https://content.pancake.vn/2-25/2025/9/23/c8c1f4a6af09e75dd446d85f4c8de1631396287a.jpg,123000,117010,0,15990,,21402,quangnongduoc,0,77298,0,-5850,-12915,-18765,-3690,0,,-1845,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580626344275314014,VTPVN9011438432,Đã hoàn,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 500ml",1,360000,90300,03/10/2025,27/10/2025,Đắk Nông,14:21 04/10/2025,,https://content.pancake.vn/2-25/2025/9/23/ef79066238c411ab1506f0e7675d23f3278508fc.jpg,0,274800,0,20300,,0,shopvtnn63,0,-35100,-35100,0,0,0,0,0,,0,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580626393661147040,VTPVN9017188431,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 200ml",1,150000,36840,03/10/2025,23/10/2025,Lâm Đồng,14:21 04/10/2025,,https://content.pancake.vn/2-25/2025/9/23/c8c1f4a6af09e75dd446d85f4c8de1631396287a.jpg,123000,113160,0,9840,,22632,..nampham,0,76260,0,-5658,-12915,-18573,-3690,0,,-1845,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580626506226042076,VTPVN9018438632,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 200ml",1,150000,27000,03/10/2025,22/10/2025,Gia Lai,14:21 04/10/2025,,https://content.pancake.vn/2-25/2025/9/23/c8c1f4a6af09e75dd446d85f4c8de1631396287a.jpg,123000,123000,0,0,,24600,vuonmaianhquy,0,73800,0,-6150,-12915,-19065,-3690,0,,-1845,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580626509828490635,VTPVN9012698732,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 500ml",2,360000,198000,03/10/2025,21/10/2025,Đà Nẵng,14:21 04/10/2025,,https://content.pancake.vn/2-25/2025/9/23/ef79066238c411ab1506f0e7675d23f3278508fc.jpg,580000,526000,0,58000,,52200,vuonmaianhquy,0,414500,0,-26300,-60900,-87200,-17400,0,,-8700,,
_,,,"(COMBO 5 GÓI) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/6/11/26faf003e75ce17d00e3958d686be17f6d658f32.jpg,,,,,,,,,,,,,,,,,,,
580626586450298709,VTPVN9019538032,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 500ml",1,360000,99000,03/10/2025,30/10/2025,Tây Ninh,14:21 04/10/2025,,https://content.pancake.vn/2-25/2025/9/23/ef79066238c411ab1506f0e7675d23f3278508fc.jpg,290000,268600,0,29000,,52200,vuonmaianhquy,0,180870,0,-13430,-30450,-43880,-8700,0,,-4350,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580626831906211776,VTPVN9018538432,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 500ml",1,360000,99000,03/10/2025,23/10/2025,Lâm Đồng,09:35 23/10/2025,,https://content.pancake.vn/2-25/2025/9/23/ef79066238c411ab1506f0e7675d23f3278508fc.jpg,290000,261000,0,29000,,52200,vuonmaianhquy,0,181250,0,-13050,-30450,-43500,-8700,0,,-4350,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580627052601902238,VTPVN9017048631,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 500ml",2,360000,198000,03/10/2025,24/10/2025,Tây Ninh,08:50 24/10/2025,,https://content.pancake.vn/2-25/2025/9/23/ef79066238c411ab1506f0e7675d23f3278508fc.jpg,580000,522000,0,58000,,104400,vuonmaianhquy,0,362500,0,-26100,-60900,-87000,-17400,0,,-8700,,
_,,,"(COMBO 5 GÓI) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/6/11/26faf003e75ce17d00e3958d686be17f6d658f32.jpg,,,,,,,,,,,,,,,,,,,
580627197004907678,VTPVN9018618432,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 200ml",1,150000,27000,03/10/2025,27/10/2025,An Giang,14:21 04/10/2025,,https://content.pancake.vn/2-25/2025/9/23/c8c1f4a6af09e75dd446d85f4c8de1631396287a.jpg,123000,133000,0,0,,24600,vuonmaianhquy,0,73300,0,-6650,-12915,-19565,-3690,0,,-1845,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580604570183566944,VTPVN9019135039,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 200ml",1,150000,0,02/10/2025,21/10/2025,Hồ Chí Minh,09:57 02/10/2025,,https://content.pancake.vn/2-25/2025/9/23/c8c1f4a6af09e75dd446d85f4c8de1631396287a.jpg,150000,150000,0,0,,15000,vuonmaianhquy,0,105000,0,-7500,-15750,-23250,-4500,0,,-2250,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580585529439782019,VTPVN9012404137,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 100ml",1,110000,25000,30/09/2025,21/10/2025,An Giang,08:39 01/10/2025,,https://content.pancake.vn/2-25/2025/9/23/db50b70ae7f8f30a978358aef36ae50f5ac07b7e.jpg,85000,90200,0,0,,17000,thanh47_vlog,0,50740,0,-4510,-8925,-13435,-2550,0,,-1275,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580590452226951018,VTPVN9013974837,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 500ml",1,360000,70000,30/09/2025,20/10/2025,Cần Thơ,08:39 01/10/2025,,https://content.pancake.vn/2-25/2025/9/23/ef79066238c411ab1506f0e7675d23f3278508fc.jpg,290000,290000,0,0,,58000,vuonmaianhquy,0,174000,0,-14500,-30450,-44950,-8700,0,,-4350,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580606100706592684,VTPVN9013335439,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 200ml",1,150000,0,02/10/2025,20/10/2025,Tây Ninh,10:00 02/10/2025,,https://content.pancake.vn/2-25/2025/9/23/c8c1f4a6af09e75dd446d85f4c8de1631396287a.jpg,150000,150000,0,0,,30000,tynybonsai,0,90000,0,-7500,-15750,-23250,-4500,0,,-2250,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580630283633067305,,Đã huỷ,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 200ml",1,150000,27000,04/10/2025,04/10/2025,Đồng Tháp,,,https://content.pancake.vn/2-25/2025/9/23/c8c1f4a6af09e75dd446d85f4c8de1631396287a.jpg,0,133000,,0,,,vuonmaianhquy,,,,,,,,,,,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580630354078697044,VTPVN9018578432,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 200ml",1,150000,27000,04/10/2025,23/10/2025,Đắk Lắk,08:47 23/10/2025,,https://content.pancake.vn/2-25/2025/9/23/c8c1f4a6af09e75dd446d85f4c8de1631396287a.jpg,123000,123300,0,0,,24600,khanh.nongnghiep,0,73785,0,-6165,-12915,-19080,-3690,0,,-1845,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580631177716597977,VTPVN9017478632,Đã nhận,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 200ml",1,150000,27000,04/10/2025,23/10/2025,An Giang,10:17 23/10/2025,,https://content.pancake.vn/2-25/2025/9/23/c8c1f4a6af09e75dd446d85f4c8de1631396287a.jpg,123000,149000,0,0,,24600,longho1212,0,72500,0,-7450,-12915,-20365,-3690,0,,-1845,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
580634805007189419,VTPVN9013268131,Đã hoàn,"Yapoko Chế Phẩm Dạng Sữa SC Có Tác Dụng Mát Cây Giúp Cây Trồng Khỏe Mạnh, Xanh Dày Lá, Hỗ Trợ Hiệu Quả Phân Bón Cho Cây Trồng / Thông số: Chai 200ml",2,150000,78600,04/10/2025,27/10/2025,Hồ Chí Minh,14:21 04/10/2025,,https://content.pancake.vn/2-25/2025/9/23/c8c1f4a6af09e75dd446d85f4c8de1631396287a.jpg,0,221400,0,24600,,0,..nampham,0,-35200,-35200,0,0,0,0,0,,0,,
_,,,"(HÀNG TẶNG) Chế phẩm REX Tăng Hoạt Lực, Bám Dính, Thẩm Thấu Nhanh, Lưu Dẫn Mạnh, Lưu Dẫn 2 Chiều",1,0,,,,,,,https://content.pancake.vn/2-25/2025/8/1/22775416bcf7ea991ccda4a88643b84a4fa276bc.jpg,,,,,,,,,,,,,,,,,,,
